closed,31.72584,13-06-2024 00:00:54
status,temp,date
closed,31.72584,13-06-2024 00:00:55
status,temp,date
closed,32.19402,13-06-2024 00:00:56
status,temp,date
closed,31.72584,13-06-2024 00:00:57
status,temp,date
closed,31.72584,13-06-2024 00:00:57
status,temp,date
closed,31.72584,13-06-2024 00:00:58
status,temp,date
closed,31.72584,13-06-2024 00:00:59
status,temp,date
closed,31.72584,13-06-2024 00:01:00
status,temp,date
closed,31.72584,13-06-2024 00:01:01
status,temp,date
closed,31.72584,13-06-2024 00:01:02
status,temp,date
closed,31.72584,13-06-2024 00:01:03
status,temp,date
closed,31.72584,13-06-2024 00:01:03
status,temp,date
closed,31.72584,13-06-2024 00:01:04
status,temp,date
closed,31.72584,13-06-2024 00:01:05
status,temp,date
closed,31.72584,13-06-2024 00:01:06
status,temp,date
closed,31.72584,13-06-2024 00:01:07
status,temp,date
closed,31.72584,13-06-2024 00:01:08
status,temp,date
closed,31.72584,13-06-2024 00:01:08
status,temp,date
closed,31.72584,13-06-2024 00:01:09
status,temp,date
closed,31.72584,13-06-2024 00:01:10
status,temp,date
closed,31.72584,13-06-2024 00:01:11
status,temp,date
closed,31.72584,13-06-2024 00:01:12
status,temp,date
closed,31.72584,13-06-2024 00:01:13
status,temp,date
closed,31.72584,13-06-2024 00:01:13
status,temp,date
closed,31.72584,13-06-2024 00:01:14
status,temp,date
closed,31.2577,13-06-2024 00:01:15
status,temp,date
closed,31.72584,13-06-2024 00:01:16
status,temp,date
closed,31.72584,13-06-2024 00:01:17
status,temp,date
closed,31.72584,13-06-2024 00:01:18
status,temp,date
closed,31.72584,13-06-2024 00:01:19
status,temp,date
closed,31.72584,13-06-2024 00:01:20
status,temp,date
closed,31.72584,13-06-2024 00:01:20
status,temp,date
closed,31.72584,13-06-2024 00:01:21
status,temp,date
closed,31.72584,13-06-2024 00:01:22
status,temp,date
closed,32.19402,13-06-2024 00:01:23
status,temp,date
closed,31.72584,13-06-2024 00:01:23
status,temp,date
closed,31.72584,13-06-2024 00:01:24
status,temp,date
closed,31.72584,13-06-2024 00:01:25
status,temp,date
closed,31.72584,13-06-2024 00:01:26
status,temp,date
closed,31.72584,13-06-2024 00:01:26
status,temp,date
closed,31.72584,13-06-2024 00:01:27
status,temp,date
closed,31.72584,13-06-2024 00:01:28
status,temp,date
closed,31.72584,13-06-2024 00:01:28
status,temp,date
closed,31.72584,13-06-2024 00:01:29
status,temp,date
closed,31.72584,13-06-2024 00:01:30
status,temp,date
closed,31.72584,13-06-2024 00:01:31
status,temp,date
closed,31.72584,13-06-2024 00:01:31
status,temp,date
closed,31.72584,13-06-2024 00:01:32
status,temp,date
closed,31.72584,13-06-2024 00:01:33
status,temp,date
closed,31.72584,13-06-2024 00:01:34
status,temp,date
closed,32.19402,13-06-2024 00:01:34
status,temp,date
closed,31.72584,13-06-2024 00:01:35
status,temp,date
closed,31.72584,13-06-2024 00:01:36
status,temp,date
closed,31.72584,13-06-2024 00:01:37
status,temp,date
closed,31.72584,13-06-2024 00:01:38
status,temp,date
closed,31.72584,13-06-2024 00:01:39
status,temp,date
closed,31.72584,13-06-2024 00:01:39
status,temp,date
closed,32.19402,13-06-2024 00:01:40
status,temp,date
closed,31.72584,13-06-2024 00:01:41
status,temp,date
closed,30.78955,13-06-2024 00:01:42
status,temp,date
closed,31.72584,13-06-2024 00:01:42
status,temp,date
closed,31.72584,13-06-2024 00:01:43
status,temp,date
closed,31.72584,13-06-2024 00:01:44
status,temp,date
closed,31.2577,13-06-2024 00:01:45
status,temp,date
closed,31.72584,13-06-2024 00:01:45
status,temp,date
closed,31.72584,13-06-2024 00:01:46
status,temp,date
closed,31.72584,13-06-2024 00:01:47
status,temp,date
closed,31.72584,13-06-2024 00:01:48
status,temp,date
closed,31.72584,13-06-2024 00:01:49
status,temp,date
closed,31.72584,13-06-2024 00:01:50
status,temp,date
closed,31.2577,13-06-2024 00:01:50
status,temp,date
closed,31.72584,13-06-2024 00:01:51
status,temp,date
closed,31.72584,13-06-2024 00:01:52
status,temp,date
closed,31.72584,13-06-2024 00:01:53
status,temp,date
closed,31.72584,13-06-2024 00:01:53
status,temp,date
closed,31.72584,13-06-2024 00:01:54
status,temp,date
closed,31.72584,13-06-2024 00:01:55
status,temp,date
closed,32.19402,13-06-2024 00:01:56
status,temp,date
closed,31.72584,13-06-2024 00:01:57
status,temp,date
closed,31.72584,13-06-2024 00:01:57
status,temp,date
closed,31.72584,13-06-2024 00:01:58
status,temp,date
closed,31.72584,13-06-2024 00:01:59
status,temp,date
closed,31.72584,13-06-2024 00:01:59
status,temp,date
closed,31.72584,13-06-2024 00:02:00
status,temp,date
closed,31.72584,13-06-2024 00:02:01
status,temp,date
closed,31.72584,13-06-2024 00:02:02
status,temp,date
closed,32.19402,13-06-2024 00:02:03
status,temp,date
closed,31.72584,13-06-2024 00:02:04
status,temp,date
closed,31.72584,13-06-2024 00:02:05
status,temp,date
closed,31.72584,13-06-2024 00:02:06
status,temp,date
closed,31.72584,13-06-2024 00:02:06
status,temp,date
closed,31.72584,13-06-2024 00:02:07
status,temp,date
closed,31.72584,13-06-2024 00:02:08
status,temp,date
closed,31.72584,13-06-2024 00:02:09
status,temp,date
closed,31.72584,13-06-2024 00:02:09
status,temp,date
closed,31.72584,13-06-2024 00:02:10
status,temp,date
closed,31.72584,13-06-2024 00:02:11
status,temp,date
closed,31.72584,13-06-2024 00:02:12
status,temp,date
closed,31.72584,13-06-2024 00:02:12
status,temp,date
closed,31.72584,13-06-2024 00:02:13
status,temp,date
closed,31.72584,13-06-2024 00:02:14
status,temp,date
closed,31.72584,13-06-2024 00:02:15
status,temp,date
closed,31.72584,13-06-2024 00:02:15
status,temp,date
closed,31.72584,13-06-2024 00:02:16
status,temp,date
closed,31.72584,13-06-2024 00:02:17
status,temp,date
closed,31.72584,13-06-2024 00:02:18
status,temp,date
closed,31.72584,13-06-2024 00:02:19
status,temp,date
closed,31.72584,13-06-2024 00:02:19
status,temp,date
closed,31.72584,13-06-2024 00:02:20
status,temp,date
closed,31.72584,13-06-2024 00:02:21
status,temp,date
closed,31.72584,13-06-2024 00:02:22
status,temp,date
closed,32.19402,13-06-2024 00:02:23
status,temp,date
closed,31.72584,13-06-2024 00:02:24
status,temp,date
closed,31.72584,13-06-2024 00:02:24
status,temp,date
closed,32.19402,13-06-2024 00:02:25
status,temp,date
closed,31.72584,13-06-2024 00:02:26
status,temp,date
closed,31.72584,13-06-2024 00:02:27
status,temp,date
closed,31.72584,13-06-2024 00:02:27
status,temp,date
closed,31.72584,13-06-2024 00:02:28
status,temp,date
closed,31.72584,13-06-2024 00:02:29
status,temp,date
closed,31.72584,13-06-2024 00:02:30
status,temp,date
closed,31.72584,13-06-2024 00:02:31
status,temp,date
closed,31.72584,13-06-2024 00:02:31
status,temp,date
closed,31.72584,13-06-2024 00:02:32
status,temp,date
closed,31.72584,13-06-2024 00:02:33
status,temp,date
closed,31.72584,13-06-2024 00:02:34
status,temp,date
closed,31.72584,13-06-2024 00:02:34
status,temp,date
closed,31.72584,13-06-2024 00:02:35
status,temp,date
closed,31.72584,13-06-2024 00:02:36
status,temp,date
closed,31.72584,13-06-2024 00:02:37
status,temp,date
closed,31.72584,13-06-2024 00:02:37
status,temp,date
closed,31.72584,13-06-2024 00:02:38
status,temp,date
closed,31.72584,13-06-2024 00:02:39
status,temp,date
closed,31.72584,13-06-2024 00:02:40
status,temp,date
closed,31.72584,13-06-2024 00:02:40
status,temp,date
closed,31.72584,13-06-2024 00:02:41
status,temp,date
closed,31.72584,13-06-2024 00:02:42
status,temp,date
closed,31.72584,13-06-2024 00:02:43
status,temp,date
closed,31.72584,13-06-2024 00:02:44
status,temp,date
closed,31.72584,13-06-2024 00:02:45
status,temp,date
closed,31.72584,13-06-2024 00:02:46
status,temp,date
closed,31.72584,13-06-2024 00:02:46
status,temp,date
closed,31.72584,13-06-2024 00:02:47
status,temp,date
closed,31.72584,13-06-2024 00:02:48
status,temp,date
closed,31.72584,13-06-2024 00:02:49
status,temp,date
closed,31.72584,13-06-2024 00:02:50
status,temp,date
closed,31.72584,13-06-2024 00:02:50
status,temp,date
closed,31.72584,13-06-2024 00:02:51
status,temp,date
closed,31.72584,13-06-2024 00:02:52
status,temp,date
closed,31.72584,13-06-2024 00:02:53
status,temp,date
closed,31.72584,13-06-2024 00:02:54
status,temp,date
closed,31.72584,13-06-2024 00:02:55
status,temp,date
closed,31.72584,13-06-2024 00:02:56
status,temp,date
closed,31.72584,13-06-2024 00:02:56
status,temp,date
closed,31.72584,13-06-2024 00:02:57
status,temp,date
closed,31.72584,13-06-2024 00:02:58
status,temp,date
closed,31.72584,13-06-2024 00:02:58
status,temp,date
closed,31.72584,13-06-2024 00:02:59
status,temp,date
closed,31.72584,13-06-2024 00:03:00
status,temp,date
closed,31.72584,13-06-2024 00:03:01
status,temp,date
closed,31.72584,13-06-2024 00:03:01
status,temp,date
closed,31.72584,13-06-2024 00:03:02
status,temp,date
closed,31.72584,13-06-2024 00:03:03
status,temp,date
closed,31.72584,13-06-2024 00:03:04
status,temp,date
closed,31.72584,13-06-2024 00:03:04
status,temp,date
closed,31.72584,13-06-2024 00:03:05
status,temp,date
closed,31.72584,13-06-2024 00:03:06
status,temp,date
closed,31.72584,13-06-2024 00:03:07
status,temp,date
closed,31.72584,13-06-2024 00:03:07
status,temp,date
closed,31.2577,13-06-2024 00:03:08
status,temp,date
closed,31.72584,13-06-2024 00:03:09
status,temp,date
closed,31.2577,13-06-2024 00:03:09
status,temp,date
closed,31.72584,13-06-2024 00:03:10
status,temp,date
closed,31.72584,13-06-2024 00:03:11
status,temp,date
closed,31.72584,13-06-2024 00:03:12
status,temp,date
closed,31.72584,13-06-2024 00:03:13
status,temp,date
closed,31.72584,13-06-2024 00:03:13
status,temp,date
closed,32.19402,13-06-2024 00:03:14
status,temp,date
closed,31.72584,13-06-2024 00:03:15
status,temp,date
closed,31.72584,13-06-2024 00:03:16
status,temp,date
closed,31.72584,13-06-2024 00:03:17
status,temp,date
closed,31.72584,13-06-2024 00:03:18
status,temp,date
closed,31.72584,13-06-2024 00:03:18
status,temp,date
closed,31.72584,13-06-2024 00:03:19
status,temp,date
closed,31.72584,13-06-2024 00:03:20
status,temp,date
closed,31.72584,13-06-2024 00:03:21
status,temp,date
closed,31.72584,13-06-2024 00:03:21
status,temp,date
closed,31.72584,13-06-2024 00:03:22
status,temp,date
closed,31.72584,13-06-2024 00:03:23
status,temp,date
closed,31.72584,13-06-2024 00:03:24
status,temp,date
closed,31.72584,13-06-2024 00:03:24
status,temp,date
closed,31.72584,13-06-2024 00:03:25
status,temp,date
closed,31.72584,13-06-2024 00:03:26
status,temp,date
closed,31.72584,13-06-2024 00:03:27
status,temp,date
closed,31.72584,13-06-2024 00:03:28
status,temp,date
closed,31.72584,13-06-2024 00:03:29
status,temp,date
closed,31.72584,13-06-2024 00:03:30
status,temp,date
closed,31.72584,13-06-2024 00:03:30
status,temp,date
closed,31.72584,13-06-2024 00:03:31
status,temp,date
closed,31.72584,13-06-2024 00:03:32
status,temp,date
closed,31.72584,13-06-2024 00:03:33
status,temp,date
closed,31.72584,13-06-2024 00:03:33
status,temp,date
closed,31.72584,13-06-2024 00:03:34
status,temp,date
closed,31.72584,13-06-2024 00:03:35
status,temp,date
closed,31.72584,13-06-2024 00:03:36
status,temp,date
closed,31.72584,13-06-2024 00:03:37
status,temp,date
closed,31.72584,13-06-2024 00:03:38
status,temp,date
closed,31.72584,13-06-2024 00:03:38
status,temp,date
closed,31.72584,13-06-2024 00:03:39
status,temp,date
closed,31.72584,13-06-2024 00:03:40
status,temp,date
closed,31.72584,13-06-2024 00:03:41
status,temp,date
closed,31.72584,13-06-2024 00:03:41
status,temp,date
closed,32.19402,13-06-2024 00:03:42
status,temp,date
closed,31.72584,13-06-2024 00:03:43
status,temp,date
closed,31.72584,13-06-2024 00:03:44
status,temp,date
closed,31.72584,13-06-2024 00:03:45
status,temp,date
closed,31.72584,13-06-2024 00:03:45
status,temp,date
closed,31.72584,13-06-2024 00:03:46
status,temp,date
closed,31.72584,13-06-2024 00:03:47
status,temp,date
closed,31.72584,13-06-2024 00:03:48
status,temp,date
closed,31.72584,13-06-2024 00:03:49
status,temp,date
closed,31.72584,13-06-2024 00:03:50
status,temp,date
closed,31.72584,13-06-2024 00:03:50
status,temp,date
closed,31.72584,13-06-2024 00:03:51
status,temp,date
closed,30.78955,13-06-2024 00:03:52
status,temp,date
closed,31.72584,13-06-2024 00:03:53
status,temp,date
closed,31.72584,13-06-2024 00:03:54
status,temp,date
closed,31.72584,13-06-2024 00:03:54
status,temp,date
closed,31.72584,13-06-2024 00:03:55
status,temp,date
closed,31.72584,13-06-2024 00:03:56
status,temp,date
closed,31.72584,13-06-2024 00:03:57
status,temp,date
closed,31.72584,13-06-2024 00:03:58
status,temp,date
closed,31.72584,13-06-2024 00:03:59
status,temp,date
closed,31.72584,13-06-2024 00:04:00
status,temp,date
closed,31.72584,13-06-2024 00:04:00
status,temp,date
closed,31.72584,13-06-2024 00:04:01
status,temp,date
closed,31.72584,13-06-2024 00:04:02
status,temp,date
closed,31.72584,13-06-2024 00:04:03
status,temp,date
closed,31.72584,13-06-2024 00:04:03
status,temp,date
closed,31.72584,13-06-2024 00:04:04
status,temp,date
closed,31.72584,13-06-2024 00:04:05
status,temp,date
closed,31.72584,13-06-2024 00:04:06
status,temp,date
closed,31.72584,13-06-2024 00:04:06
status,temp,date
closed,31.72584,13-06-2024 00:04:07
status,temp,date
closed,31.72584,13-06-2024 00:04:08
status,temp,date
closed,31.72584,13-06-2024 00:04:09
status,temp,date
closed,32.19402,13-06-2024 00:04:10
status,temp,date
closed,31.72584,13-06-2024 00:04:11
status,temp,date
closed,31.72584,13-06-2024 00:04:11
status,temp,date
closed,31.72584,13-06-2024 00:04:12
status,temp,date
closed,31.72584,13-06-2024 00:04:13
status,temp,date
closed,31.72584,13-06-2024 00:04:14
status,temp,date
closed,31.72584,13-06-2024 00:04:15
status,temp,date
closed,31.72584,13-06-2024 00:04:16
status,temp,date
closed,32.19402,13-06-2024 00:04:16
status,temp,date
closed,31.72584,13-06-2024 00:04:17
status,temp,date
closed,31.72584,13-06-2024 00:04:18
status,temp,date
closed,31.72584,13-06-2024 00:04:18
status,temp,date
closed,31.72584,13-06-2024 00:04:19
status,temp,date
closed,31.72584,13-06-2024 00:04:20
status,temp,date
closed,31.72584,13-06-2024 00:04:21
status,temp,date
closed,31.72584,13-06-2024 00:04:21
status,temp,date
closed,31.72584,13-06-2024 00:04:22
status,temp,date
closed,31.72584,13-06-2024 00:04:23
status,temp,date
closed,31.72584,13-06-2024 00:04:24
status,temp,date
closed,31.72584,13-06-2024 00:04:24
status,temp,date
closed,31.72584,13-06-2024 00:04:25
status,temp,date
closed,31.2577,13-06-2024 00:04:26
status,temp,date
closed,31.72584,13-06-2024 00:04:27
status,temp,date
closed,31.72584,13-06-2024 00:04:28
status,temp,date
closed,31.72584,13-06-2024 00:04:28
status,temp,date
closed,31.72584,13-06-2024 00:04:29
status,temp,date
closed,31.72584,13-06-2024 00:04:30
status,temp,date
closed,31.2577,13-06-2024 00:04:31
status,temp,date
closed,31.72584,13-06-2024 00:04:31
status,temp,date
closed,31.72584,13-06-2024 00:04:32
status,temp,date
closed,31.72584,13-06-2024 00:04:33
status,temp,date
closed,31.72584,13-06-2024 00:04:34
status,temp,date
closed,31.72584,13-06-2024 00:04:35
status,temp,date
closed,31.72584,13-06-2024 00:04:35
status,temp,date
closed,31.72584,13-06-2024 00:04:36
status,temp,date
closed,31.72584,13-06-2024 00:04:37
status,temp,date
closed,31.72584,13-06-2024 00:04:38
status,temp,date
closed,31.72584,13-06-2024 00:04:38
status,temp,date
closed,31.72584,13-06-2024 00:04:39
status,temp,date
closed,31.72584,13-06-2024 00:04:40
status,temp,date
closed,31.2577,13-06-2024 00:04:41
status,temp,date
closed,31.72584,13-06-2024 00:04:42
status,temp,date
closed,31.72584,13-06-2024 00:04:43
status,temp,date
closed,31.2577,13-06-2024 00:04:43
status,temp,date
closed,31.72584,13-06-2024 00:04:44
status,temp,date
closed,31.72584,13-06-2024 00:04:45
status,temp,date
closed,31.72584,13-06-2024 00:04:46
status,temp,date
closed,31.72584,13-06-2024 00:04:47
status,temp,date
closed,31.72584,13-06-2024 00:04:48
status,temp,date
closed,31.72584,13-06-2024 00:04:49
status,temp,date
closed,31.72584,13-06-2024 00:04:49
status,temp,date
closed,31.72584,13-06-2024 00:04:50
status,temp,date
closed,31.72584,13-06-2024 00:04:51
status,temp,date
closed,31.72584,13-06-2024 00:04:51
status,temp,date
closed,31.72584,13-06-2024 00:04:52
status,temp,date
closed,31.72584,13-06-2024 00:04:53
status,temp,date
closed,31.72584,13-06-2024 00:04:54
status,temp,date
closed,31.72584,13-06-2024 00:04:55
status,temp,date
closed,31.72584,13-06-2024 00:04:55
status,temp,date
closed,31.72584,13-06-2024 00:04:56
status,temp,date
closed,31.72584,13-06-2024 00:04:57
status,temp,date
closed,31.72584,13-06-2024 00:04:58
status,temp,date
closed,31.72584,13-06-2024 00:04:59
status,temp,date
closed,31.72584,13-06-2024 00:05:00
status,temp,date
closed,31.72584,13-06-2024 00:05:00
status,temp,date
closed,31.2577,13-06-2024 00:05:01
status,temp,date
closed,31.72584,13-06-2024 00:05:02
status,temp,date
closed,31.72584,13-06-2024 00:05:02
status,temp,date
closed,31.72584,13-06-2024 00:05:03
status,temp,date
closed,31.72584,13-06-2024 00:05:04
status,temp,date
closed,31.72584,13-06-2024 00:05:04
status,temp,date
closed,31.72584,13-06-2024 00:05:05
status,temp,date
closed,31.72584,13-06-2024 00:05:07
status,temp,date
closed,31.2577,13-06-2024 00:05:08
status,temp,date
closed,31.72584,13-06-2024 00:05:08
status,temp,date
closed,31.72584,13-06-2024 00:05:09
status,temp,date
closed,31.72584,13-06-2024 00:05:10
status,temp,date
closed,31.2577,13-06-2024 00:05:10
status,temp,date
closed,31.72584,13-06-2024 00:05:11
status,temp,date
closed,31.72584,13-06-2024 00:05:12
status,temp,date
closed,32.19402,13-06-2024 00:05:13
status,temp,date
closed,31.2577,13-06-2024 00:05:14
status,temp,date
closed,31.72584,13-06-2024 00:05:15
status,temp,date
closed,31.72584,13-06-2024 00:05:15
status,temp,date
closed,31.72584,13-06-2024 00:05:16
status,temp,date
closed,31.72584,13-06-2024 00:05:17
status,temp,date
closed,31.72584,13-06-2024 00:05:18
status,temp,date
closed,32.19402,13-06-2024 00:05:18
status,temp,date
closed,31.72584,13-06-2024 00:05:19
status,temp,date
closed,31.72584,13-06-2024 00:05:20
status,temp,date
closed,31.72584,13-06-2024 00:05:21
status,temp,date
closed,31.72584,13-06-2024 00:05:22
status,temp,date
closed,31.72584,13-06-2024 00:05:22
status,temp,date
closed,31.72584,13-06-2024 00:05:23
status,temp,date
closed,31.72584,13-06-2024 00:05:24
status,temp,date
closed,31.72584,13-06-2024 00:05:25
status,temp,date
closed,31.72584,13-06-2024 00:05:25
status,temp,date
closed,31.72584,13-06-2024 00:05:26
status,temp,date
closed,31.72584,13-06-2024 00:05:27
status,temp,date
closed,31.72584,13-06-2024 00:05:27
status,temp,date
closed,31.72584,13-06-2024 00:05:28
status,temp,date
closed,31.72584,13-06-2024 00:05:29
status,temp,date
closed,31.72584,13-06-2024 00:05:30
status,temp,date
closed,31.72584,13-06-2024 00:05:30
status,temp,date
closed,31.72584,13-06-2024 00:05:31
status,temp,date
closed,31.2577,13-06-2024 00:05:32
status,temp,date
closed,31.72584,13-06-2024 00:05:33
status,temp,date
closed,31.72584,13-06-2024 00:05:34
status,temp,date
closed,31.2577,13-06-2024 00:05:34
status,temp,date
closed,31.72584,13-06-2024 00:05:35
status,temp,date
closed,31.72584,13-06-2024 00:05:36
status,temp,date
closed,31.72584,13-06-2024 00:05:37
status,temp,date
closed,31.72584,13-06-2024 00:05:38
status,temp,date
closed,31.72584,13-06-2024 00:05:38
status,temp,date
closed,31.72584,13-06-2024 00:05:39
status,temp,date
closed,31.72584,13-06-2024 00:05:40
status,temp,date
closed,31.2577,13-06-2024 00:05:40
status,temp,date
closed,31.72584,13-06-2024 00:05:41
status,temp,date
closed,31.72584,13-06-2024 00:05:42
status,temp,date
closed,31.72584,13-06-2024 00:05:43
status,temp,date
closed,31.72584,13-06-2024 00:05:44
status,temp,date
closed,31.2577,13-06-2024 00:05:44
status,temp,date
closed,31.72584,13-06-2024 00:05:45
status,temp,date
closed,31.72584,13-06-2024 00:05:46
status,temp,date
closed,31.72584,13-06-2024 00:05:47
status,temp,date
closed,31.72584,13-06-2024 00:05:48
status,temp,date
closed,31.72584,13-06-2024 00:05:48
status,temp,date
closed,31.72584,13-06-2024 00:05:49
status,temp,date
closed,31.72584,13-06-2024 00:05:50
status,temp,date
closed,31.72584,13-06-2024 00:05:51
status,temp,date
closed,31.72584,13-06-2024 00:05:51
status,temp,date
closed,31.72584,13-06-2024 00:05:52
status,temp,date
closed,31.72584,13-06-2024 00:05:53
status,temp,date
closed,31.72584,13-06-2024 00:05:54
status,temp,date
closed,31.72584,13-06-2024 00:05:54
status,temp,date
closed,31.72584,13-06-2024 00:05:55
status,temp,date
closed,32.19402,13-06-2024 00:05:56
status,temp,date
closed,31.72584,13-06-2024 00:05:57
status,temp,date
closed,31.72584,13-06-2024 00:05:58
status,temp,date
closed,31.72584,13-06-2024 00:05:58
status,temp,date
closed,31.2577,13-06-2024 00:05:59
status,temp,date
closed,31.72584,13-06-2024 00:06:00
status,temp,date
closed,31.72584,13-06-2024 00:06:01
status,temp,date
closed,31.72584,13-06-2024 00:06:01
status,temp,date
closed,31.72584,13-06-2024 00:06:02
status,temp,date
closed,31.72584,13-06-2024 00:06:03
status,temp,date
closed,31.72584,13-06-2024 00:06:04
status,temp,date
closed,31.72584,13-06-2024 00:06:05
status,temp,date
closed,31.2577,13-06-2024 00:06:06
status,temp,date
closed,31.72584,13-06-2024 00:06:06
status,temp,date
closed,31.72584,13-06-2024 00:06:07
status,temp,date
closed,31.72584,13-06-2024 00:06:08
status,temp,date
closed,31.72584,13-06-2024 00:06:09
status,temp,date
closed,31.72584,13-06-2024 00:06:09
status,temp,date
closed,32.19402,13-06-2024 00:06:10
status,temp,date
closed,31.72584,13-06-2024 00:06:11
status,temp,date
closed,31.72584,13-06-2024 00:06:11
status,temp,date
closed,31.72584,13-06-2024 00:06:13
status,temp,date
closed,31.72584,13-06-2024 00:06:14
status,temp,date
closed,31.72584,13-06-2024 00:06:14
status,temp,date
closed,31.72584,13-06-2024 00:06:15
status,temp,date
closed,31.2577,13-06-2024 00:06:16
status,temp,date
closed,28.44887,13-06-2024 09:39:39
status,temp,date
closed,31.72584,13-06-2024 09:39:40
status,temp,date
closed,31.72584,13-06-2024 09:40:02
status,temp,date
closed,31.72584,13-06-2024 09:40:03
status,temp,date
closed,31.72584,13-06-2024 09:40:04
status,temp,date
closed,31.72584,13-06-2024 09:40:04
status,temp,date
closed,31.72584,13-06-2024 09:40:05
status,temp,date
closed,31.72584,13-06-2024 09:40:06
status,temp,date
closed,31.72584,13-06-2024 09:41:00
status,temp,date
closed,31.72584,13-06-2024 09:42:20
status,temp,date
closed,31.72584,13-06-2024 09:42:21
status,temp,date
closed,31.72584,13-06-2024 09:42:23
status,temp,date
closed,31.72584,13-06-2024 09:42:24
status,temp,date
closed,31.72584,13-06-2024 09:42:26
status,temp,date
closed,32.19402,13-06-2024 09:42:44
status,temp,date
closed,31.72584,13-06-2024 09:42:45
status,temp,date
closed,31.72584,13-06-2024 09:42:47
status,temp,date
closed,31.72584,13-06-2024 09:42:51
status,temp,date
closed,32.19402,13-06-2024 09:42:54
status,temp,date
closed,31.72584,13-06-2024 09:43:37
status,temp,date
closed,31.72584,13-06-2024 09:43:41
status,temp,date
closed,32.19402,13-06-2024 09:43:42
status,temp,date
closed,31.72584,13-06-2024 09:43:44
status,temp,date
closed,32.19402,13-06-2024 09:43:45
status,temp,date
closed,31.72584,13-06-2024 09:43:47
status,temp,date
closed,31.72584,13-06-2024 09:43:49
status,temp,date
closed,32.19402,13-06-2024 09:43:51
status,temp,date
closed,31.72584,13-06-2024 09:43:54
status,temp,date
closed,31.72584,13-06-2024 09:44:02
status,temp,date
closed,31.72584,13-06-2024 09:44:04
status,temp,date
closed,31.72584,13-06-2024 09:44:05
status,temp,date
closed,31.72584,13-06-2024 09:44:06
status,temp,date
closed,31.72584,13-06-2024 09:44:07
status,temp,date
