title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:42:42
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 09:43:24
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 09:43:31
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 09:43:32
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:45:24
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 09:45:24
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 09:45:25
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 09:45:27
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 09:45:27
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 09:46:01
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:46:02
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 09:46:02
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 09:46:02
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:46:02
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 09:46:02
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 09:47:03
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 09:47:13
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 09:47:14
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:47:15
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 09:47:15
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 09:47:16
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:47:16
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 09:47:52
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 09:49:29
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 09:51:18
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 09:51:18
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 09:51:54
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 09:52:07
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 09:52:07
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 09:52:07
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:52:07
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:52:08
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 09:52:32
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 09:54:51
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 09:54:53
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:54:53
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 09:56:12
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:56:15
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 09:57:01
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 10:01:36
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 10:01:46
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:06:52
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 10:08:27
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:09:52
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 10:09:54
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 10:10:14
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 10:12:20
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 10:12:20
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 10:12:21
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 10:12:25
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:12:28
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 10:12:30
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 10:12:33
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:12:33
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 10:23:55
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 10:26:21
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 10:27:46
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:27:55
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:29:02
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 10:29:02
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:29:21
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 10:29:21
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 10:29:22
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:29:37
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 10:30:12
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 10:30:25
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 10:30:26
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 10:30:27
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 10:31:31
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 10:31:34
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:31:41
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 10:31:42
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 10:31:42
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 10:31:42
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 10:31:42
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:31:42
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 10:32:32
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 10:32:32
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:32:42
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 10:32:43
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 10:32:54
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 10:33:05
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:33:15
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 10:33:18
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 10:33:42
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 10:33:53
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:33:55
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:34:23
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 10:34:30
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 10:34:54
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 10:36:56
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 10:37:01
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 10:42:06
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 11:44:43
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 12:01:28
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 12:01:33
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 12:01:34
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 12:03:49
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 12:04:01
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 12:04:11
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 12:04:13
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 12:04:13
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 12:04:53
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 12:05:57
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 12:05:57
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 12:07:01
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 12:07:01
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 12:07:03
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 12:07:12
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 12:10:07
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 12:30:02
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 12:30:02
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 12:31:22
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 12:52:15
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 12:53:26
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 12:53:26
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 12:53:27
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 13:12:29
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 13:12:32
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 13:32:29
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 13:42:24
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 13:46:42
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 13:47:36
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 13:50:04
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 13:50:05
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 13:50:06
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 13:50:06
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 13:50:06
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 13:50:06
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 13:50:06
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 13:50:06
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 13:58:30
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 13:58:31
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 13:58:32
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 13:58:41
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 13:58:41
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 13:59:10
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 14:18:33
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 14:33:17
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 14:34:17
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 14:34:17
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 14:36:56
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 14:39:23
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 14:42:04
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 14:42:04
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 14:42:04
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 14:42:04
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 14:42:04
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 14:42:04
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 14:42:05
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 14:42:06
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 14:50:13
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 14:50:22
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 14:51:44
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 14:52:51
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 15:00:02
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 15:00:03
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:00:03
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 15:00:04
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:00:04
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 15:00:04
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 15:00:04
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 15:00:04
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 15:09:54
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 15:09:54
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 15:09:58
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 15:09:59
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 15:10:00
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:10:00
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 15:10:00
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:10:00
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 15:43:34
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 15:48:38
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 15:48:40
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:48:49
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 15:50:12
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:50:34
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 15:50:34
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 15:50:35
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 15:50:44
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:50:44
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 15:51:18
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 15:51:20
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 15:51:25
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 15:51:32
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 15:53:15
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:53:15
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 15:53:15
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 15:53:22
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:53:22
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 15:53:49
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 15:54:09
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 15:54:13
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 15:54:27
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:54:58
title,body,severity,date
Sensor having connectivity issues,"No response from Back door at House for a while, please contact Dimitri",warning,13-06-2024 15:55:10
title,body,severity,date
Sensor having connectivity issues,"No response from Dining room at House for a while, please contact Dimitri",warning,13-06-2024 15:55:11
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 15:55:18
title,body,severity,date
Sensor having connectivity issues,"No response from Living room at House for a while, please contact Dimitri",warning,13-06-2024 15:55:20
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Garage for a while, please contact Dimitri",warning,13-06-2024 15:55:25
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 15:55:25
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Shed for a while, please contact Dimitri",warning,13-06-2024 15:55:25
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at Stables for a while, please contact Dimitri",warning,13-06-2024 16:01:53
title,body,severity,date
Sensor having connectivity issues,"No response from Front door at House for a while, please contact Dimitri",warning,13-06-2024 16:01:53
title,body,severity,date
