temperature,door_state,date
39.21615,closed,27-05-2024 13:07:04
39.21615,closed,27-05-2024 13:07:04
39.21615,closed,27-05-2024 13:07:05
38.748,closed,27-05-2024 13:07:05
39.21615,closed,27-05-2024 13:07:05
39.21615,closed,27-05-2024 13:07:05
39.21615,closed,27-05-2024 13:07:06
39.21615,closed,27-05-2024 13:07:06
39.21615,closed,27-05-2024 13:07:06
39.21615,closed,27-05-2024 13:07:06
39.21615,closed,27-05-2024 13:07:07
38.748,closed,27-05-2024 13:07:07
38.748,closed,27-05-2024 13:07:07
39.21615,closed,27-05-2024 13:07:07
38.748,closed,27-05-2024 13:07:08
38.748,closed,27-05-2024 13:07:08
38.748,closed,27-05-2024 13:07:08
38.748,closed,27-05-2024 13:07:09
38.748,closed,27-05-2024 13:07:09
38.748,closed,27-05-2024 13:07:09
39.21615,closed,27-05-2024 13:07:10
39.21615,closed,27-05-2024 13:07:10
38.748,closed,27-05-2024 13:07:10
39.21615,closed,27-05-2024 13:07:10
39.21615,closed,27-05-2024 13:07:11
39.21615,open,27-05-2024 13:07:11
39.21615,open,27-05-2024 13:07:11
39.21615,open,27-05-2024 13:07:12
39.21615,open,27-05-2024 13:07:12
39.21615,open,27-05-2024 13:07:12
38.748,open,27-05-2024 13:07:12
39.21615,open,27-05-2024 13:07:12
38.748,open,27-05-2024 13:07:13
39.21615,open,27-05-2024 13:07:13
39.21615,open,27-05-2024 13:07:13
38.748,closed,27-05-2024 13:07:13
39.21615,closed,27-05-2024 13:07:14
39.21615,closed,27-05-2024 13:07:14
39.21615,closed,27-05-2024 13:07:14
39.21615,closed,27-05-2024 13:07:15
38.27986,closed,27-05-2024 13:07:15
38.748,closed,27-05-2024 13:07:15
39.21615,closed,27-05-2024 13:07:15
39.21615,closed,27-05-2024 13:07:16
39.21615,closed,27-05-2024 13:07:16
39.21615,closed,27-05-2024 13:07:16
38.748,closed,27-05-2024 13:07:16
38.748,closed,27-05-2024 13:07:17
38.748,closed,27-05-2024 13:07:17
38.748,closed,27-05-2024 13:07:17
38.748,closed,27-05-2024 13:07:18
38.748,closed,27-05-2024 13:07:18
39.21615,closed,27-05-2024 13:07:18
38.748,closed,27-05-2024 13:07:18
38.748,closed,27-05-2024 13:07:19
38.748,closed,27-05-2024 13:07:19
39.21615,closed,27-05-2024 13:07:19
39.21615,closed,27-05-2024 13:07:20
38.748,closed,27-05-2024 13:07:20
38.748,closed,27-05-2024 13:07:20
38.748,closed,27-05-2024 13:07:20
38.748,closed,27-05-2024 13:07:21
38.748,closed,27-05-2024 13:07:21
38.748,closed,27-05-2024 13:07:21
38.748,closed,27-05-2024 13:07:21
38.748,closed,27-05-2024 13:07:22
38.748,closed,27-05-2024 13:07:22
39.21615,closed,27-05-2024 13:07:22
38.748,closed,27-05-2024 13:07:23
39.21615,closed,27-05-2024 13:07:23
39.21615,closed,27-05-2024 13:07:23
39.21615,closed,27-05-2024 13:07:23
38.748,closed,27-05-2024 13:07:24
38.748,closed,27-05-2024 13:07:24
39.21615,closed,27-05-2024 13:07:24
38.748,closed,27-05-2024 13:07:24
39.21615,closed,27-05-2024 13:07:25
38.748,closed,27-05-2024 13:07:25
38.748,closed,27-05-2024 13:07:25
38.748,closed,27-05-2024 13:07:25
39.21615,closed,27-05-2024 13:07:25
39.21615,closed,27-05-2024 13:07:26
38.748,closed,27-05-2024 13:07:26
38.748,closed,27-05-2024 13:07:26
38.748,closed,27-05-2024 13:07:26
39.21615,closed,27-05-2024 13:07:27
38.748,closed,27-05-2024 13:07:27
38.748,closed,27-05-2024 13:07:27
38.748,closed,27-05-2024 13:07:27
38.748,closed,27-05-2024 13:07:28
39.21615,closed,27-05-2024 13:07:28
38.748,closed,27-05-2024 13:07:28
39.21615,closed,27-05-2024 13:07:29
38.748,closed,27-05-2024 13:07:29
38.748,closed,27-05-2024 13:07:29
38.748,closed,27-05-2024 13:07:29
39.21615,closed,27-05-2024 13:07:30
39.21615,closed,27-05-2024 13:07:30
39.21615,closed,27-05-2024 13:07:30
38.748,closed,27-05-2024 13:07:30
38.748,closed,27-05-2024 13:07:31
38.748,closed,27-05-2024 13:07:31
39.21615,closed,27-05-2024 13:07:31
39.21615,closed,27-05-2024 13:07:31
39.21615,closed,27-05-2024 13:07:32
38.748,closed,27-05-2024 13:07:32
38.748,closed,27-05-2024 13:07:32
39.21615,closed,27-05-2024 13:07:33
38.748,closed,27-05-2024 13:07:33
38.748,closed,27-05-2024 13:07:33
