temp,door,date
22.8311,closed,2024-05-17 17:35:16
24.70368,closed,2024-05-17 17:35:17
24.70368,closed,2024-05-17 17:35:17
25.17182,closed,2024-05-17 17:35:18
24.70368,closed,2024-05-17 17:35:18
24.70368,closed,2024-05-17 17:35:19
24.70368,closed,2024-05-17 17:35:19
24.70368,closed,2024-05-17 17:35:20
24.70368,closed,2024-05-17 17:35:20
24.70368,closed,2024-05-17 17:35:21
24.70368,closed,2024-05-17 17:35:21
24.70368,closed,2024-05-17 17:35:22
24.70368,closed,2024-05-17 17:35:22
24.70368,closed,2024-05-17 17:35:23
25.17182,closed,2024-05-17 17:35:24
24.70368,closed,2024-05-17 17:35:24
24.70368,closed,2024-05-17 17:35:24
24.70368,closed,2024-05-17 17:35:25
24.70368,closed,2024-05-17 17:35:25
24.70368,closed,2024-05-17 17:35:26
25.17182,closed,2024-05-17 17:35:26
24.70368,closed,2024-05-17 17:35:27
24.70368,closed,2024-05-17 17:35:27
25.17182,closed,2024-05-17 17:35:28
25.17182,closed,2024-05-17 17:35:28
25.17182,closed,2024-05-17 17:35:29
24.70368,closed,2024-05-17 17:35:29
25.17182,closed,2024-05-17 17:35:30
25.17182,closed,2024-05-17 17:35:30
25.17182,closed,2024-05-17 17:35:31
25.17182,closed,2024-05-17 17:35:31
25.17182,closed,2024-05-17 17:35:32
25.17182,closed,2024-05-17 17:35:33
25.17182,closed,2024-05-17 17:35:33
25.17182,closed,2024-05-17 17:35:34
25.17182,closed,2024-05-17 17:35:34
25.17182,closed,2024-05-17 17:35:35
25.17182,closed,2024-05-17 17:35:35
25.17182,closed,2024-05-17 17:35:36
25.17182,closed,2024-05-17 17:35:36
25.17182,closed,2024-05-17 17:35:37
25.17182,closed,2024-05-17 17:35:37
25.17182,closed,2024-05-17 17:35:38
25.17182,closed,2024-05-17 17:35:38
25.17182,closed,2024-05-17 17:35:39
25.17182,closed,2024-05-17 17:35:39
25.63997,closed,2024-05-17 17:35:40
25.17182,closed,2024-05-17 17:35:40
